age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
76,entrepreneur,married,high.school,no,no,no,cellular,mar,tue,335,5,999,0,nonexistent,0,98.174,-33.17,4.941,5212.1,yes
33,entrepreneur,single,university.degree,no,yes,no,cellular,apr,thu,242,5,32,2,failure,0.2,99.664,-38.98,4.808,5261.3,no
41,retired,divorced,unknown,no,no,no,cellular,feb,tue,177,1,114,0,success,1.5,103.462,-33.95,4.066,5253,no
39,unknown,married,basic.4y,no,yes,no,cellular,jan,tue,309,2,999,0,nonexistent,0.5,102.982,-33.61,4.816,5283.6,yes
63,technician,unknown,basic.9y,no,yes,yes,cellular,may,wed,192,4,15,1,success,-0.4,98.49,-39.72,4.983,5235.9,no
36,blue-collar,unknown,unknown,no,no,no,cellular,apr,thu,311,5,999,0,nonexistent,0.4,101.321,-33.79,4.169,5284,yes
57,services,divorced,basic.4y,no,yes,no,cellular,feb,mon,117,2,999,0,nonexistent,0.3,102.18,-40.12,4.639,5292.7,no
31,self-employed,married,basic.6y,no,no,no,cellular,jan,tue,86,3,999,0,nonexistent,0.3,96.218,-34.21,4.266,5245.9,no
60,management,single,professional.course,no,no,no,cellular,aug,wed,171,1,999,0,nonexistent,-0.1,101.568,-41.7,3.832,5248.1,no
56,entrepreneur,unknown,basic.4y,no,no,no,cellular,feb,wed,107,2,999,0,nonexistent,0.5,97.861,-36.56,4.288,5253.9,no
44,admin.,divorced,high.school,no,no,yes,cellular,jul,mon,197,5,999,0,nonexistent,1.4,98.937,-39.59,3.531,5262.4,yes
58,management,single,illiterate,no,yes,yes,cellular,oct,tue,217,3,104,0,success,1.4,103.49,-34.43,3.82,5229.7,no
22,admin.,unknown,basic.4y,yes,yes,yes,cellular,nov,thu,172,5,999,0,nonexistent,0.7,99.996,-34.33,4.343,5281.1,no
43,blue-collar,divorced,university.degree,no,yes,yes,cellular,aug,mon,236,3,999,0,nonexistent,1.2,101.175,-39.81,3.613,5239.2,no
29,management,unknown,basic.6y,no,yes,no,cellular,may,fri,263,5,999,0,nonexistent,-0.2,101.318,-40.34,4.695,5265.8,no
38,management,divorced,basic.6y,no,yes,no,cellular,jul,fri,196,1,999,0,nonexistent,0.7,101.298,-41.41,3.762,5218.3,yes
69,unknown,single,basic.6y,no,yes,no,cellular,oct,tue,337,5,339,1,success,1,99.724,-37.11,4.87,5205.7,yes
69,entrepreneur,single,unknown,no,yes,yes,cellular,jun,fri,97,2,93,0,success,1,102.645,-38.39,3.743,5238.6,no
46,entrepreneur,divorced,university.degree,no,yes,yes,cellular,sep,wed,145,5,206,1,failure,-0.4,102.113,-41.25,3.529,5281.6,no
29,admin.,single,illiterate,no,no,no,cellular,jun,tue,326,3,190,0,failure,0.2,103.52,-39.55,3.652,5274.9,no
18,entrepreneur,single,university.degree,no,no,yes,telephone,feb,mon,335,2,999,0,nonexistent,0.6,100.088,-37.26,4.938,5269.9,no
41,technician,unknown,university.degree,no,yes,yes,cellular,sep,fri,328,2,999,0,nonexistent,1.4,102.956,-32.07,4.224,5281,yes
43,self-employed,single,professional.course,no,no,yes,cellular,aug,wed,355,2,999,0,nonexistent,1.4,102.805,-39.77,3.931,5220,no
37,management,divorced,basic.9y,no,no,no,cellular,jul,mon,199,4,999,0,nonexistent,-0.4,103.723,-40.65,4.748,5252.9,yes
74,unknown,divorced,basic.4y,no,no,yes,cellular,jun,mon,130,1,999,0,nonexistent,0.3,101.921,-38.52,4.495,5248.3,no
38,housemaid,divorced,high.school,no,no,no,cellular,aug,fri,328,1,155,2,failure,0.3,97.133,-35.26,3.876,5282.5,no
22,services,single,unknown,no,no,no,cellular,jan,wed,317,5,281,0,failure,0.2,100.936,-39.15,4.787,5258,yes
55,entrepreneur,unknown,basic.6y,no,no,no,cellular,mar,tue,111,2,999,0,nonexistent,1.2,99.444,-37.07,4.23,5269.2,no
90,technician,single,basic.9y,no,yes,no,telephone,nov,thu,234,5,999,0,nonexistent,1.2,103.993,-37.55,4.933,5289.9,yes
41,student,married,illiterate,no,no,yes,cellular,mar,tue,301,5,999,0,nonexistent,1.3,101.757,-34.39,4.533,5291,yes
30,unknown,unknown,high.school,no,no,yes,telephone,sep,mon,161,4,999,0,nonexistent,0.8,102.178,-37.72,4.26,5226.4,no
43,technician,divorced,professional.course,no,yes,yes,cellular,may,thu,217,4,328,0,failure,-0.2,99.014,-37.17,3.846,5216.9,no
64,unknown,married,university.degree,no,no,yes,cellular,mar,wed,189,4,999,0,nonexistent,0,100.771,-38.87,4.119,5237.2,no
54,unemployed,unknown,unknown,no,yes,no,cellular,dec,fri,318,4,29,1,failure,-0.1,96.559,-36.58,3.516,5291.5,yes
39,self-employed,single,basic.4y,no,yes,yes,cellular,apr,fri,204,1,999,0,nonexistent,0,96.635,-38.25,4.596,5229.8,no
30,self-employed,married,basic.6y,no,no,no,telephone,feb,thu,315,1,999,0,nonexistent,0.1,96.646,-33.79,4.738,5261.8,yes
49,admin.,unknown,basic.9y,no,no,no,cellular,aug,mon,264,2,340,0,failure,1.3,98.286,-34.35,4.414,5245.1,no
51,self-employed,unknown,university.degree,no,yes,no,cellular,may,wed,293,3,999,0,nonexistent,0.8,99.843,-33.56,3.51,5264,no
23,services,single,basic.6y,no,no,no,cellular,jan,thu,353,2,999,0,nonexistent,1.1,98.109,-37.78,3.6,5208.4,yes
34,admin.,unknown,basic.9y,no,no,yes,cellular,dec,wed,129,3,999,0,nonexistent,1.2,100.758,-38.1,4.817,5215,no
37,admin.,unknown,professional.course,no,no,no,cellular,feb,tue,259,1,999,0,nonexistent,1.4,100.242,-40.15,4.611,5228.8,no
21,admin.,unknown,basic.4y,no,no,yes,telephone,sep,thu,222,1,999,0,nonexistent,0,102.131,-38.16,4.529,5260.8,no
62,technician,divorced,unknown,no,yes,yes,telephone,jul,mon,153,5,999,0,nonexistent,-0.4,98.605,-33.55,3.615,5211,no
42,unknown,divorced,university.degree,no,yes,no,cellular,nov,mon,356,2,999,0,nonexistent,0,101.46,-35.29,3.967,5294.5,yes
64,admin.,single,basic.4y,no,yes,yes,cellular,oct,wed,312,3,196,0,success,0,102.914,-40.24,4.494,5287.5,no
31,technician,unknown,basic.6y,no,yes,yes,cellular,oct,tue,315,2,999,0,nonexistent,1.4,100.636,-32.55,4.253,5223,no
49,entrepreneur,unknown,illiterate,no,no,yes,cellular,may,mon,62,3,263,1,failure,0.2,101.965,-32.12,3.631,5212.1,no
89,blue-collar,divorced,basic.4y,no,no,yes,cellular,mar,wed,101,4,999,0,nonexistent,0.5,103.396,-37.48,4.582,5265.1,yes
49,retired,married,basic.6y,no,yes,yes,cellular,aug,wed,115,5,999,0,nonexistent,0.6,96.134,-38.56,4.89,5295.3,no
35,unknown,divorced,basic.6y,yes,yes,yes,cellular,sep,wed,268,2,299,2,success,0.3,100.25,-32.88,4.34,5230.7,yes
25,unemployed,single,illiterate,no,no,no,cellular,may,thu,118,3,999,0,nonexistent,1.5,103.096,-35.13,3.524,5265.6,no
48,housemaid,divorced,high.school,no,no,no,cellular,may,fri,316,2,39,1,failure,0.8,101.047,-36.2,3.675,5267,yes
51,blue-collar,single,professional.course,no,no,no,telephone,feb,tue,123,1,999,0,nonexistent,0.9,102.305,-38.84,4.085,5249.3,no
71,housemaid,married,basic.6y,no,yes,yes,cellular,feb,mon,326,3,259,2,success,1.3,100.887,-35.36,3.876,5290.6,yes
25,self-employed,single,university.degree,no,no,yes,cellular,apr,mon,199,3,229,2,success,-0.3,103.092,-39.86,4.431,5253.3,no
64,unemployed,divorced,high.school,yes,no,yes,cellular,jan,mon,144,1,301,1,success,1.4,97.989,-39.17,3.839,5281.4,no
56,self-employed,divorced,professional.course,no,yes,yes,telephone,jan,mon,325,1,999,0,nonexistent,-0.3,97.043,-40.98,4.165,5264.9,no
60,technician,married,basic.4y,no,no,no,telephone,sep,tue,107,5,999,0,nonexistent,0.6,99.216,-40.04,4.256,5258.5,no
65,unemployed,single,basic.9y,no,no,yes,cellular,may,tue,245,1,81,0,success,0.5,101.866,-37.81,4.247,5245.4,yes
27,admin.,single,high.school,no,no,no,cellular,oct,tue,212,4,999,0,nonexistent,1.1,100.665,-39.36,4.47,5214.1,no
43,services,married,basic.6y,no,yes,no,cellular,aug,tue,211,2,999,0,nonexistent,-0.4,97.332,-39.51,4.599,5256.7,no
51,unknown,unknown,university.degree,no,no,no,cellular,nov,fri,155,3,999,0,nonexistent,-0.3,97.453,-41.42,3.84,5271.4,no
40,housemaid,divorced,professional.course,no,yes,no,cellular,may,wed,112,1,999,0,nonexistent,0.1,100.496,-40.82,3.673,5296.8,no
36,unknown,single,university.degree,no,no,no,cellular,sep,wed,62,2,999,0,nonexistent,-0.3,102.163,-35.55,3.589,5276.9,yes
52,housemaid,single,unknown,no,yes,no,cellular,aug,thu,147,1,299,2,success,-0.1,98.955,-37.78,4.788,5262.8,no
22,student,single,high.school,no,no,no,cellular,apr,wed,178,1,999,0,nonexistent,1.3,101.687,-35.18,4.131,5263.9,yes
31,unknown,unknown,unknown,no,no,yes,cellular,feb,tue,216,2,304,2,success,-0.2,103.485,-38.95,3.888,5272.5,no
33,retired,divorced,professional.course,no,yes,no,cellular,oct,thu,215,1,999,0,nonexistent,-0.4,96.119,-32.61,3.53,5204.3,yes
27,services,unknown,basic.9y,no,no,no,cellular,feb,thu,110,3,258,2,failure,0.1,96.777,-38.56,3.57,5257.9,no
58,retired,married,unknown,no,yes,yes,cellular,may,mon,160,1,276,1,success,-0.3,100.805,-41.55,4.987,5222.3,no
35,student,married,basic.4y,no,no,no,cellular,dec,mon,224,1,999,0,nonexistent,1,97.806,-36.34,4.43,5295.8,no
61,services,divorced,university.degree,no,yes,no,telephone,jan,tue,231,3,999,0,nonexistent,1.3,99.489,-36.75,3.853,5237.9,no
27,blue-collar,divorced,unknown,no,no,yes,cellular,nov,thu,114,1,999,0,nonexistent,1.5,102.622,-40.6,4.482,5296.8,no
58,self-employed,unknown,basic.9y,no,no,yes,cellular,oct,fri,84,5,999,0,nonexistent,1.4,103.389,-41.11,4.277,5289.8,no
45,self-employed,married,basic.6y,no,no,yes,cellular,oct,thu,327,4,999,0,nonexistent,-0.1,101.328,-41.64,3.623,5258.9,yes
46,housemaid,single,illiterate,no,yes,yes,cellular,oct,tue,249,3,999,0,nonexistent,0.8,97.042,-35.67,3.899,5210.6,no
46,management,married,basic.4y,no,yes,yes,cellular,apr,fri,262,3,999,0,nonexistent,1,98.849,-39.22,4.415,5229.4,yes
77,technician,single,basic.4y,no,yes,yes,telephone,sep,wed,63,1,999,0,nonexistent,0.5,101.41,-40.94,4.843,5206.9,no
22,unknown,single,illiterate,no,yes,no,cellular,dec,mon,298,1,999,0,nonexistent,0.5,100.483,-36.07,4.809,5244.5,yes
21,management,divorced,basic.4y,no,yes,no,cellular,aug,thu,222,3,999,0,nonexistent,0.1,100.918,-33.25,4.087,5235.7,no
26,services,unknown,professional.course,no,no,yes,cellular,jul,wed,154,2,53,0,success,1.2,100.474,-32.88,4.721,5231.5,no
41,student,married,unknown,no,no,no,cellular,jan,mon,105,4,308,2,success,-0.4,96.885,-40.34,3.781,5209.3,no
32,self-employed,unknown,basic.9y,no,no,no,cellular,nov,mon,252,3,999,0,nonexistent,0.2,100.359,-32.34,4.889,5219.3,no
43,entrepreneur,divorced,basic.9y,no,no,no,cellular,jul,mon,343,3,999,0,nonexistent,0.5,101.604,-34.16,4.975,5272.2,no
28,housemaid,divorced,basic.6y,no,no,no,cellular,aug,tue,356,2,282,1,failure,-0.2,98.265,-37.67,4.147,5250.6,yes
33,blue-collar,married,illiterate,no,no,yes,telephone,feb,tue,146,4,999,0,nonexistent,0.6,101.534,-36.13,3.989,5268,no
23,student,single,basic.6y,no,yes,no,telephone,mar,wed,323,2,999,0,nonexistent,0.5,97.603,-41.65,4.754,5274.5,no
28,services,single,university.degree,no,yes,yes,cellular,jan,mon,140,2,999,0,nonexistent,1.3,101.005,-38.08,4.279,5277.7,no
33,retired,married,university.degree,no,yes,no,cellular,jul,thu,335,5,999,0,nonexistent,1.2,102.786,-39.08,4.529,5218.3,no
89,student,single,professional.course,no,no,no,cellular,jan,mon,177,3,999,0,nonexistent,0.7,99.558,-41.81,3.588,5213.3,no
31,blue-collar,divorced,basic.4y,no,no,yes,cellular,may,mon,109,4,999,0,nonexistent,0,102.969,-36.7,4.728,5276.6,no
36,admin.,single,unknown,no,no,yes,cellular,jul,tue,152,4,999,0,nonexistent,-0.2,96.953,-41.3,4.013,5271.3,no
55,housemaid,single,university.degree,no,no,yes,cellular,sep,fri,279,1,999,0,nonexistent,1.4,98.64,-41.65,4.998,5289.5,no
59,student,divorced,high.school,yes,yes,yes,cellular,oct,fri,99,4,999,0,nonexistent,0.4,96.33,-40.89,4.884,5219.1,yes
33,student,married,illiterate,no,no,no,cellular,apr,thu,285,2,999,0,nonexistent,0.7,97.147,-35.91,3.613,5296.2,no
56,self-employed,married,professional.course,no,yes,no,cellular,jun,wed,344,2,999,0,nonexistent,1,100.236,-41.16,3.731,5216.2,no
24,admin.,married,unknown,no,yes,yes,cellular,aug,mon,333,2,999,0,nonexistent,1,96.43,-32.04,4.609,5269.2,yes
32,admin.,divorced,unknown,no,no,no,cellular,jul,thu,338,3,18,1,success,0.4,96.368,-34.06,4.436,5234.9,yes
42,entrepreneur,divorced,basic.4y,no,yes,no,cellular,aug,thu,81,5,999,0,nonexistent,0.2,96.277,-32.83,4.263,5241.5,yes
35,technician,divorced,unknown,no,no,no,cellular,mar,mon,184,2,85,2,success,1.3,102.366,-41.38,4.456,5244.4,no
34,admin.,divorced,unknown,no,yes,no,cellular,feb,thu,157,3,999,0,nonexistent,1.3,97.356,-37.6,4.56,5290.5,no
51,management,unknown,university.degree,no,yes,no,cellular,nov,tue,313,3,999,0,nonexistent,-0.3,103.53,-41.5,4.202,5226.4,yes
33,technician,married,university.degree,yes,no,no,cellular,jun,thu,135,4,999,0,nonexistent,0.1,99.731,-34.25,3.981,5286.4,no
43,self-employed,single,basic.4y,no,yes,no,cellular,jun,wed,118,4,999,0,nonexistent,1.3,98.464,-35.67,4.756,5272.2,yes
24,services,single,basic.4y,no,yes,yes,telephone,jul,wed,324,3,999,0,nonexistent,0.4,103.245,-39.18,4.048,5273.4,no
33,student,divorced,basic.4y,no,no,no,cellular,jan,thu,318,1,999,0,nonexistent,0.5,96.516,-32.07,3.514,5258.8,no
42,blue-collar,married,university.degree,no,yes,no,cellular,nov,fri,119,3,999,0,nonexistent,-0.5,101.45,-33.46,4.648,5278.5,no
36,housemaid,married,professional.course,no,yes,yes,cellular,mar,thu,263,3,999,0,nonexistent,0.3,100.258,-40.33,4.413,5234.3,no
58,management,unknown,basic.4y,no,yes,no,cellular,mar,thu,210,3,999,0,nonexistent,1.4,99.226,-34.77,4.913,5263.4,no
29,unknown,married,unknown,no,no,yes,cellular,oct,thu,228,1,999,0,nonexistent,0.1,99.166,-34.11,4.556,5289.3,no
42,admin.,married,professional.course,no,no,no,cellular,jan,wed,114,4,185,1,success,0.4,99.066,-32.38,3.903,5267.8,no
27,management,single,high.school,no,no,yes,cellular,nov,tue,83,2,999,0,nonexistent,1.5,96.859,-34.77,4.91,5269.7,yes
28,unemployed,single,high.school,no,yes,no,cellular,dec,fri,240,2,999,0,nonexistent,0.3,97.027,-36.3,4.781,5232.8,no
19,unemployed,married,professional.course,no,no,no,cellular,aug,thu,306,3,21,0,success,1.1,103.886,-35.84,3.704,5279.5,no
29,student,divorced,basic.9y,no,yes,no,cellular,oct,mon,350,3,999,0,nonexistent,1.4,101.028,-32.84,4.031,5216.9,yes
27,unemployed,married,professional.course,no,yes,no,cellular,apr,wed,303,4,999,0,nonexistent,0,103.765,-35.74,4.354,5281.1,no
37,admin.,divorced,basic.6y,no,no,no,cellular,dec,thu,333,4,999,0,nonexistent,0.1,96.505,-33.3,4.557,5260.7,no
37,unemployed,single,basic.6y,no,yes,yes,cellular,nov,wed,234,1,233,0,success,-0.4,96.591,-39.25,4.976,5251.5,no
42,admin.,divorced,basic.4y,no,yes,no,telephone,apr,fri,155,1,999,0,nonexistent,0.3,96.613,-33.81,4.064,5274.6,no
26,student,single,professional.course,no,yes,no,cellular,jul,tue,247,5,243,0,failure,0.7,102.917,-40.18,4.77,5278.9,no
33,housemaid,divorced,basic.4y,yes,yes,no,cellular,mar,wed,303,2,999,0,nonexistent,0,99.009,-36.06,3.849,5250.9,yes
20,retired,married,illiterate,no,no,no,cellular,jan,thu,258,5,999,0,nonexistent,-0.1,100.577,-38.19,4.83,5246.7,no
32,housemaid,single,high.school,yes,no,no,cellular,jul,tue,334,5,126,2,success,0.9,102.783,-33.22,4.717,5285.8,no
29,admin.,single,basic.4y,no,yes,no,cellular,dec,wed,267,1,999,0,nonexistent,-0.3,99.279,-32.86,4.204,5293.8,no
64,housemaid,unknown,professional.course,no,no,yes,cellular,dec,wed,105,3,999,0,nonexistent,1.4,101.853,-41.37,4.797,5267.3,no
36,self-employed,divorced,basic.4y,no,no,yes,cellular,jun,wed,172,3,277,2,failure,-0.3,103.092,-41.28,4.499,5218.9,no
41,student,unknown,unknown,no,no,no,telephone,jun,mon,161,4,6,2,failure,0.6,100.297,-32.44,3.954,5221.9,no
36,technician,married,basic.6y,no,no,no,cellular,jan,mon,140,2,999,0,nonexistent,-0.4,97.64,-38.06,4.137,5299.5,no
32,unemployed,divorced,basic.6y,no,no,no,cellular,dec,wed,246,2,999,0,nonexistent,1.2,99.424,-38.22,4.477,5298,yes
39,housemaid,married,university.degree,no,no,no,cellular,mar,wed,148,3,999,0,nonexistent,0.8,96.222,-33.79,4.032,5286.9,no
59,entrepreneur,single,professional.course,no,no,no,telephone,aug,fri,82,3,999,0,nonexistent,0.6,100.529,-37.52,4.221,5213.8,no
25,admin.,single,basic.9y,no,yes,no,cellular,nov,fri,87,5,55,1,failure,0.1,97.343,-37.95,3.638,5299.9,no
19,unemployed,unknown,basic.9y,no,yes,no,cellular,apr,wed,348,2,256,0,failure,1.5,97.633,-37.97,4.868,5237.3,no
18,self-employed,unknown,unknown,no,yes,no,telephone,apr,mon,89,5,57,1,failure,-0.4,103.546,-38.58,4.658,5287.9,no
43,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,285,5,0,2,success,0.6,99.322,-36.79,4.007,5238.8,no
41,admin.,married,illiterate,no,yes,no,cellular,nov,wed,239,3,999,0,nonexistent,0.1,96.817,-33,4.601,5287.9,yes
42,unemployed,unknown,basic.4y,no,no,no,cellular,jul,mon,235,2,999,0,nonexistent,-0.2,99.632,-32,4.146,5229.4,no
51,student,single,professional.course,no,yes,no,cellular,aug,wed,235,4,999,0,nonexistent,0.1,96.898,-37.1,3.759,5293.1,yes
61,unemployed,unknown,professional.course,yes,no,yes,cellular,aug,wed,235,3,293,0,failure,-0.2,103.206,-41.13,4.549,5234.2,no
36,services,divorced,unknown,yes,yes,no,cellular,oct,wed,184,3,999,0,nonexistent,0.6,102.695,-37.72,4.619,5206.3,no
51,management,single,unknown,no,no,no,telephone,jan,wed,71,2,999,0,nonexistent,-0.4,102.413,-41.53,4.417,5253.1,no
18,student,single,basic.6y,no,no,no,cellular,feb,tue,213,3,115,1,failure,1.4,101.253,-32.12,4.023,5277,no
19,management,divorced,basic.9y,no,yes,yes,cellular,may,wed,357,5,999,0,nonexistent,1.4,97.235,-32.85,3.853,5219,no
57,unemployed,married,university.degree,yes,no,no,cellular,sep,thu,351,3,34,0,failure,-0.4,98.677,-37.8,4.767,5217.3,no
28,student,married,professional.course,no,no,no,cellular,may,wed,167,2,999,0,nonexistent,1.2,98.083,-36.69,4.335,5247.5,no
84,management,single,basic.4y,no,yes,no,cellular,feb,wed,185,2,267,1,success,1,101.163,-38.77,4.942,5269,no
32,student,married,basic.6y,no,yes,no,cellular,jun,mon,165,2,211,2,failure,0.9,99.917,-35.2,3.736,5275.6,no
44,unknown,unknown,basic.6y,no,yes,no,cellular,jan,tue,347,3,9,0,success,0,103.303,-32.34,4.637,5243.9,no
34,housemaid,single,university.degree,no,no,yes,cellular,oct,tue,84,4,999,0,nonexistent,0.2,98.261,-35.52,4.441,5288.1,yes
24,technician,divorced,high.school,no,yes,no,cellular,mar,wed,273,1,999,0,nonexistent,0.8,100.189,-36.88,4.036,5268.2,yes
48,unemployed,unknown,professional.course,yes,yes,no,telephone,feb,fri,70,5,999,0,nonexistent,-0.2,98.52,-39.93,3.523,5280.3,yes
59,unemployed,married,illiterate,no,no,no,cellular,aug,thu,275,1,220,2,failure,-0.3,100.86,-32.09,4.464,5214.1,no
59,unemployed,married,basic.6y,no,no,yes,cellular,dec,tue,266,3,999,0,nonexistent,1.3,96.305,-34.63,3.538,5264.3,no
18,unemployed,married,university.degree,no,yes,no,cellular,jul,tue,132,3,999,0,nonexistent,0.6,101.231,-37.28,3.918,5253.7,no
55,retired,married,unknown,no,yes,yes,cellular,aug,tue,222,4,999,0,nonexistent,-0.1,101.906,-36.04,4.508,5261.9,no
35,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,270,3,999,0,nonexistent,-0.2,100.794,-33.32,3.501,5229.7,yes
27,student,divorced,illiterate,no,yes,yes,cellular,jul,tue,301,5,999,0,nonexistent,-0.1,98.939,-41.52,3.672,5244.4,no
37,unemployed,unknown,professional.course,no,yes,no,cellular,mar,mon,224,4,999,0,nonexistent,1.1,99.349,-37.69,4.475,5241.9,no
33,management,single,professional.course,no,yes,yes,cellular,apr,wed,349,5,999,0,nonexistent,0.2,97.407,-33.57,4.619,5273.3,no
56,housemaid,unknown,high.school,no,yes,no,cellular,dec,mon,316,2,999,0,nonexistent,-0.1,100.906,-38.77,3.54,5251.2,yes
37,blue-collar,single,basic.6y,no,no,yes,telephone,feb,thu,69,2,999,0,nonexistent,0.3,97.023,-36.65,4.535,5252.5,no
51,self-employed,divorced,university.degree,no,yes,yes,cellular,jul,wed,181,5,159,2,failure,1.3,97.226,-36.51,3.73,5224.2,no
27,retired,married,unknown,yes,yes,yes,cellular,feb,fri,140,2,192,0,failure,-0.3,100.407,-33.24,4.435,5209.7,no
30,entrepreneur,divorced,high.school,yes,yes,no,cellular,oct,mon,344,2,999,0,nonexistent,0.9,102.299,-38.86,4.61,5207.3,no
20,services,divorced,unknown,no,yes,no,cellular,feb,tue,318,5,262,2,failure,0.5,98.318,-34.42,3.705,5248.6,yes
27,unknown,married,university.degree,no,yes,no,cellular,apr,tue,180,2,999,0,nonexistent,0.6,101.642,-40.66,3.743,5263.6,no
38,student,single,basic.4y,no,yes,yes,cellular,jun,fri,61,4,999,0,nonexistent,1,100.745,-32.77,3.906,5248.9,yes
32,self-employed,unknown,basic.6y,no,no,no,cellular,oct,wed,254,5,215,0,success,0.7,97.686,-34.67,3.838,5230,no
45,entrepreneur,married,high.school,yes,no,no,cellular,oct,mon,159,3,999,0,nonexistent,0.2,100.885,-32.96,4.956,5212,no
51,retired,single,basic.4y,no,no,no,cellular,jul,wed,182,5,999,0,nonexistent,-0.3,96.563,-40.03,4.359,5202.3,yes
31,unknown,married,basic.6y,no,no,yes,telephone,oct,fri,270,4,999,0,nonexistent,-0.1,101.448,-41.83,3.725,5284.8,no
30,unemployed,single,basic.6y,no,no,yes,cellular,mar,fri,302,3,999,0,nonexistent,0.4,101.184,-32.72,4.113,5254.8,no
48,blue-collar,divorced,university.degree,no,yes,yes,cellular,feb,mon,100,4,32,0,failure,-0.1,103.369,-37.47,4.215,5207,no
22,blue-collar,unknown,unknown,no,yes,no,telephone,dec,mon,111,3,321,2,failure,0.7,98.156,-34.04,4.022,5217.2,no
25,technician,unknown,unknown,no,yes,yes,cellular,sep,wed,252,4,79,0,failure,0.2,97.366,-38.85,4.878,5203.6,no
32,blue-collar,married,illiterate,yes,yes,no,cellular,jan,fri,174,2,111,0,failure,0.5,97.759,-38.25,3.766,5226.4,no
35,entrepreneur,divorced,basic.6y,no,no,no,cellular,nov,tue,233,5,18,2,success,0,100.918,-41.26,4.579,5259,no
57,technician,married,professional.course,no,yes,no,cellular,aug,fri,266,2,221,2,success,1,101.144,-39.49,3.928,5246.6,no
40,technician,unknown,university.degree,no,no,yes,cellular,aug,thu,351,4,238,1,success,1.2,97.519,-37.11,4.312,5214.9,yes
65,technician,divorced,unknown,no,yes,no,cellular,jan,mon,312,4,159,2,success,0.9,100.791,-38.42,4.375,5200.3,no
